SKU ID,Category,Subcategory,Brand,Gender,Price
P0143,Apparel,Shirts,ModeStreet,Men,48.99
P0144,Apparel,Jackets,UrbanEdge,Women,90.95
P0145,Apparel,Trousers,TrendAura,Men,70.95
P0146,Apparel,Tops,NovaWear,Women,27.9
P0147,Apparel,Skirts,ActiveCore,Women,34.99
P0148,Apparel,Jackets,UrbanEdge,Unisex,105.99
P0149,Apparel,Jeans,ModeStreet,Men,79.49
P0150,Apparel,Shirts,LuxeLine,Men,61.9
P0151,Apparel,T-Shirts,UrbanEdge,Women,15.49
P0152,Apparel,T-Shirts,UrbanEdge,Men,19.99
P0153,Apparel,Jeans,NovaWear,Men,70.49
P0154,Apparel,Jeans,NovaWear,Men,55.99
P0155,Apparel,Skirts,NovaWear,Women,28.99
P0156,Apparel,Tops,ModeStreet,Women,25.99
P0157,Apparel,Shirts,NovaWear,Women,33.9
P0158,Apparel,Jackets,NovaWear,Women,109.99
P0159,Apparel,Jeans,ActiveCore,Women,60.95
P0160,Apparel,Tops,NovaWear,Women,43.99
P0161,Apparel,Skirts,NovaWear,Women,41.49
P0162,Apparel,Jeans,ActiveCore,Men,72.99
P0163,Apparel,T-Shirts,NovaWear,Men,24.9
P0164,Apparel,Skirts,ActiveCore,Women,40.99
P0165,Apparel,T-Shirts,UrbanEdge,Women,31.99
P0166,Apparel,Dresses,ActiveCore,Women,106.95
P0167,Apparel,Jackets,ActiveCore,Men,99.95
P0168,Apparel,Shirts,TrendAura,Women,62.99
P0169,Apparel,Jackets,TrendAura,Unisex,125.49
P0170,Apparel,Trousers,ModeStreet,Women,34.99
P0171,Apparel,Dresses,ModeStreet,Women,43.49
P0172,Apparel,Tops,UrbanEdge,Women,21.99
P0173,Apparel,Jackets,ActiveCore,Men,118.95
P0174,Apparel,Skirts,NovaWear,Women,28.95
P0175,Apparel,Jeans,NovaWear,Women,57.99
P0176,Apparel,Shirts,ModeStreet,Men,29.9
P0177,Apparel,Jeans,TrendAura,Men,60.9
P0178,Apparel,Jeans,TrendAura,Women,87.95
P0179,Apparel,Trousers,TrendAura,Women,90.99
P0180,Apparel,Trousers,ModeStreet,Men,42.99
P0181,Apparel,Tops,ModeStreet,Women,25.49
P0182,Apparel,Jeans,NovaWear,Men,54.99
P0183,Apparel,T-Shirts,UrbanEdge,Women,36.99
P0184,Apparel,Dresses,UrbanEdge,Women,107.95
P0185,Apparel,Tops,TrendAura,Women,42.99
P0186,Apparel,Jackets,TrendAura,Women,104.99
P0187,Apparel,Tops,ActiveCore,Women,29.99
P0188,Apparel,Tops,UrbanEdge,Women,41.95
P0189,Apparel,Dresses,ActiveCore,Women,72.95
P0190,Apparel,Jackets,ModeStreet,Unisex,68.9
P0191,Apparel,Trousers,NovaWear,Men,73.9
P0192,Apparel,Jackets,LuxeLine,Unisex,204.49
P0193,Apparel,T-Shirts,ModeStreet,Unisex,29.99
P0194,Apparel,Dresses,UrbanEdge,Women,64.99
P0195,Apparel,Jeans,NovaWear,Women,93.99
P0196,Apparel,Jeans,NovaWear,Men,53.49
P0197,Apparel,Trousers,LuxeLine,Men,91.9
P0198,Apparel,Dresses,NovaWear,Women,84.99
P0199,Apparel,Shirts,ModeStreet,Men,38.95
P0200,Apparel,Skirts,LuxeLine,Women,104.9
P0201,Footwear,Sneakers,ModeStreet,Men,74.49
P0202,Footwear,Formal Shoes,UrbanEdge,Men,125.9
P0203,Footwear,Sandals,ActiveCore,Women,39.49
P0204,Footwear,Boots,LuxeLine,Men,159.99
P0205,Footwear,Loafers,ActiveCore,Men,88.95
P0206,Footwear,Boots,ModeStreet,Men,153.99
P0207,Footwear,Loafers,ModeStreet,Men,107.99
P0208,Footwear,Formal Shoes,UrbanEdge,Men,75.95
P0209,Footwear,Loafers,ModeStreet,Women,83.99
P0210,Footwear,Boots,ModeStreet,Women,119.99
P0211,Footwear,Boots,LuxeLine,Men,245.49
P0212,Footwear,Formal Shoes,LuxeLine,Men,168.49
P0213,Footwear,Sandals,LuxeLine,Women,71.49
P0214,Footwear,Sneakers,UrbanEdge,Unisex,71.49
P0215,Footwear,Formal Shoes,NovaWear,Men,108.99
P0216,Footwear,Loafers,ModeStreet,Women,82.9
P0217,Footwear,Sneakers,LuxeLine,Men,185.99
P0218,Footwear,Sandals,ActiveCore,Women,45.99
P0219,Footwear,Boots,NovaWear,Women,189.99
P0220,Footwear,Loafers,ModeStreet,Men,110.49
P0221,Footwear,Boots,UrbanEdge,Men,147.49
P0222,Footwear,Boots,ActiveCore,Men,151.95
P0223,Footwear,Boots,LuxeLine,Men,261.49
P0224,Footwear,Boots,UrbanEdge,Women,165.99
P0225,Footwear,Sneakers,NovaWear,Women,90.9
P0226,Footwear,Boots,NovaWear,Men,114.95
P0227,Footwear,Loafers,LuxeLine,Women,154.99
P0228,Footwear,Sneakers,ModeStreet,Unisex,132.95
P0229,Footwear,Sneakers,NovaWear,Women,96.49
P0230,Footwear,Loafers,NovaWear,Men,56.99
P0231,Footwear,Formal Shoes,UrbanEdge,Women,133.99
P0232,Footwear,Sandals,ModeStreet,Men,42.49
P0233,Footwear,Loafers,ActiveCore,Women,83.99
P0234,Footwear,Boots,UrbanEdge,Men,113.99
P0235,Footwear,Formal Shoes,UrbanEdge,Women,123.95
P0236,Footwear,Sandals,UrbanEdge,Women,48.9
P0237,Footwear,Loafers,NovaWear,Women,116.49
P0238,Footwear,Loafers,ActiveCore,Women,100.99
P0239,Footwear,Boots,UrbanEdge,Women,137.9
P0240,Footwear,Boots,ActiveCore,Men,89.95
P0241,Footwear,Sneakers,ModeStreet,Women,87.9
P0242,Footwear,Formal Shoes,ActiveCore,Men,167.99
P0243,Footwear,Sandals,UrbanEdge,Men,38.49
P0244,Footwear,Loafers,UrbanEdge,Women,80.99
P0245,Footwear,Boots,ModeStreet,Men,68.9
P0246,Footwear,Sandals,NovaWear,Women,32.9
P0247,Footwear,Boots,ActiveCore,Women,128.99
P0248,Footwear,Boots,LuxeLine,Men,162.95
P0249,Footwear,Loafers,ModeStreet,Women,105.99
P0250,Footwear,Sandals,ActiveCore,Women,43.95
P0251,Footwear,Sandals,ModeStreet,Women,54.9
P0252,Footwear,Boots,ModeStreet,Women,97.49
P0253,Footwear,Loafers,LuxeLine,Women,135.9
P0254,Footwear,Sneakers,LuxeLine,Unisex,224.99
P0255,Footwear,Sandals,NovaWear,Women,39.49
P0256,Footwear,Boots,ModeStreet,Women,73.99
P0257,Footwear,Boots,UrbanEdge,Women,149.9
P0258,Footwear,Sandals,LuxeLine,Men,47.99
P0259,Footwear,Sandals,LuxeLine,Women,80.9
P0260,Footwear,Sandals,ModeStreet,Women,30.49
P0261,Footwear,Boots,ActiveCore,Men,178.95
P0262,Footwear,Loafers,ActiveCore,Women,109.99
P0263,Footwear,Loafers,NovaWear,Women,96.9
P0264,Footwear,Sneakers,ModeStreet,Women,88.49
P0265,Footwear,Loafers,UrbanEdge,Men,73.99
P0266,Footwear,Formal Shoes,LuxeLine,Women,164.95
P0267,Footwear,Boots,ModeStreet,Women,123.99
P0268,Footwear,Loafers,ActiveCore,Women,89.99
P0269,Footwear,Boots,ModeStreet,Women,108.99
P0270,Footwear,Sneakers,ModeStreet,Women,106.9
P0271,Footwear,Formal Shoes,UrbanEdge,Men,125.99
P0272,Footwear,Sandals,UrbanEdge,Men,70.95
P0273,Footwear,Sandals,ActiveCore,Women,56.95
P0274,Footwear,Boots,LuxeLine,Men,140.99
P0275,Footwear,Boots,UrbanEdge,Women,74.49
P0276,Footwear,Boots,ActiveCore,Men,78.95
P0277,Footwear,Sneakers,LuxeLine,Unisex,140.99
P0278,Footwear,Loafers,NovaWear,Women,78.99
P0279,Footwear,Sneakers,ModeStreet,Men,82.95
P0280,Footwear,Sneakers,UrbanEdge,Men,84.99
P0281,Footwear,Loafers,ActiveCore,Women,77.49
P0282,Footwear,Sneakers,ModeStreet,Women,76.99
P0283,Footwear,Loafers,UrbanEdge,Men,99.99
P0284,Footwear,Formal Shoes,ModeStreet,Men,106.49
P0285,Footwear,Formal Shoes,NovaWear,Men,146.9
P0286,Footwear,Loafers,LuxeLine,Women,183.9
P0287,Footwear,Sandals,ModeStreet,Women,39.95
P0288,Footwear,Sneakers,ActiveCore,Women,89.99
P0289,Footwear,Formal Shoes,LuxeLine,Women,137.49
P0290,Footwear,Sneakers,NovaWear,Men,110.49
P0291,Activewear,Track Pants,NovaWear,Men,54.49
P0292,Activewear,Sports T-Shirts,NovaWear,Unisex,29.99
P0293,Activewear,Leggings,ActiveCore,Women,27.95
P0294,Activewear,Shorts,ActiveCore,Men,43.99
P0295,Activewear,Shorts,NovaWear,Unisex,21.49
P0296,Activewear,Leggings,NovaWear,Women,58.49
P0297,Activewear,Track Pants,NovaWear,Men,39.9
P0298,Activewear,Track Pants,ActiveCore,Women,51.49
P0299,Activewear,Leggings,NovaWear,Women,42.99
P0300,Activewear,Sports T-Shirts,NovaWear,Women,38.95
P0301,Activewear,Leggings,ActiveCore,Women,40.49
P0302,Activewear,Leggings,NovaWear,Women,55.95
P0303,Activewear,Track Pants,ActiveCore,Women,55.9
P0304,Activewear,Track Pants,ActiveCore,Men,37.99
P0305,Activewear,Shorts,ActiveCore,Men,30.99
P0306,Activewear,Sports T-Shirts,ActiveCore,Men,40.49
P0307,Activewear,Leggings,ActiveCore,Women,24.49
P0308,Activewear,Sports T-Shirts,ActiveCore,Men,25.49
P0309,Activewear,Sports T-Shirts,ActiveCore,Women,26.99
P0310,Activewear,Leggings,ActiveCore,Women,54.9
P0311,Activewear,Shorts,NovaWear,Men,36.99
P0312,Activewear,Shorts,ActiveCore,Unisex,29.99
P0313,Activewear,Shorts,NovaWear,Women,22.99
P0314,Activewear,Track Pants,ActiveCore,Women,42.99
P0315,Activewear,Shorts,ActiveCore,Unisex,38.99
P0316,Activewear,Track Pants,NovaWear,Men,36.49
P0317,Activewear,Track Pants,ActiveCore,Unisex,39.99
P0318,Activewear,Shorts,NovaWear,Unisex,27.49
P0319,Activewear,Track Pants,NovaWear,Unisex,49.99
P0320,Activewear,Sports T-Shirts,NovaWear,Women,28.95
P0321,Activewear,Leggings,ActiveCore,Women,30.9
P0322,Activewear,Sports T-Shirts,NovaWear,Women,23.9
P0323,Activewear,Track Pants,NovaWear,Unisex,41.9
P0324,Activewear,Shorts,NovaWear,Men,32.95
P0325,Activewear,Sports T-Shirts,NovaWear,Women,40.99
P0326,Activewear,Leggings,ActiveCore,Women,48.9
P0327,Activewear,Track Pants,NovaWear,Men,71.99
P0328,Activewear,Track Pants,ActiveCore,Unisex,48.99
P0329,Activewear,Leggings,NovaWear,Women,22.9
P0330,Activewear,Sports T-Shirts,NovaWear,Unisex,26.49
P0331,Activewear,Sports T-Shirts,ActiveCore,Unisex,36.95
P0332,Activewear,Sports T-Shirts,ActiveCore,Unisex,25.99
P0333,Activewear,Sports T-Shirts,NovaWear,Unisex,31.95
P0334,Activewear,Leggings,ActiveCore,Women,53.49
P0335,Activewear,Sports T-Shirts,ActiveCore,Women,28.99
P0336,Activewear,Track Pants,ActiveCore,Women,59.99
P0337,Activewear,Sports T-Shirts,ActiveCore,Men,33.9
P0338,Activewear,Track Pants,NovaWear,Unisex,47.99
P0339,Activewear,Sports T-Shirts,ActiveCore,Unisex,20.9
P0340,Activewear,Track Pants,NovaWear,Men,62.49
P0341,Activewear,Track Pants,NovaWear,Men,39.95
P0342,Activewear,Sports T-Shirts,ActiveCore,Men,34.99
P0343,Activewear,Track Pants,NovaWear,Unisex,47.9
P0344,Activewear,Sports T-Shirts,NovaWear,Women,37.49
P0345,Activewear,Shorts,NovaWear,Unisex,29.9
P0346,Activewear,Track Pants,ActiveCore,Men,46.99
P0347,Activewear,Leggings,ActiveCore,Women,54.99
P0348,Activewear,Shorts,ActiveCore,Unisex,30.49
P0349,Activewear,Sports T-Shirts,NovaWear,Women,39.49
P0350,Activewear,Track Pants,ActiveCore,Men,64.95
P0351,Activewear,Track Pants,NovaWear,Women,53.95
P0352,Activewear,Shorts,NovaWear,Men,27.9
P0353,Activewear,Shorts,ActiveCore,Women,27.99
P0354,Activewear,Shorts,ActiveCore,Men,24.99
P0355,Activewear,Sports T-Shirts,NovaWear,Unisex,36.49
P0356,Activewear,Leggings,NovaWear,Women,26.49
P0357,Activewear,Shorts,ActiveCore,Women,29.99
P0358,Activewear,Shorts,ActiveCore,Women,44.95
P0359,Activewear,Shorts,NovaWear,Women,36.99
P0360,Activewear,Shorts,NovaWear,Women,24.99
P0361,Outerwear,Coats,LuxeLine,Women,369.49
P0362,Outerwear,Parkas,LuxeLine,Women,475.49
P0363,Outerwear,Puffer Jackets,LuxeLine,Men,291.49
P0364,Outerwear,Trench Coats,TrendAura,Men,136.95
P0365,Outerwear,Coats,LuxeLine,Men,240.9
P0366,Outerwear,Trench Coats,UrbanEdge,Men,200.95
P0367,Outerwear,Parkas,LuxeLine,Unisex,271.99
P0368,Outerwear,Trench Coats,TrendAura,Men,236.99
P0369,Outerwear,Coats,LuxeLine,Women,322.99
P0370,Outerwear,Parkas,LuxeLine,Unisex,394.9
P0371,Outerwear,Puffer Jackets,UrbanEdge,Unisex,174.95
P0372,Outerwear,Puffer Jackets,UrbanEdge,Unisex,130.9
P0373,Outerwear,Parkas,UrbanEdge,Unisex,152.49
P0374,Outerwear,Trench Coats,LuxeLine,Men,322.99
P0375,Outerwear,Puffer Jackets,LuxeLine,Unisex,172.9
P0376,Outerwear,Parkas,TrendAura,Men,246.99
P0377,Outerwear,Trench Coats,UrbanEdge,Women,219.9
P0378,Outerwear,Trench Coats,LuxeLine,Men,191.95
P0379,Outerwear,Trench Coats,LuxeLine,Women,215.49
P0380,Outerwear,Puffer Jackets,TrendAura,Unisex,205.99
P0381,Outerwear,Coats,TrendAura,Women,169.49
P0382,Outerwear,Puffer Jackets,TrendAura,Unisex,158.99
P0383,Outerwear,Puffer Jackets,UrbanEdge,Women,103.9
P0384,Outerwear,Trench Coats,UrbanEdge,Men,185.9
P0385,Outerwear,Puffer Jackets,TrendAura,Unisex,117.95
P0386,Outerwear,Parkas,LuxeLine,Women,292.95
P0387,Outerwear,Coats,UrbanEdge,Men,161.95
P0388,Outerwear,Coats,UrbanEdge,Women,193.99
P0389,Outerwear,Trench Coats,UrbanEdge,Men,178.99
P0390,Outerwear,Parkas,LuxeLine,Men,346.99
P0391,Outerwear,Trench Coats,TrendAura,Women,224.49
P0392,Outerwear,Puffer Jackets,UrbanEdge,Men,141.49
P0393,Outerwear,Trench Coats,TrendAura,Women,202.9
P0394,Outerwear,Coats,TrendAura,Women,200.95
P0395,Outerwear,Trench Coats,LuxeLine,Men,345.99
P0396,Outerwear,Trench Coats,LuxeLine,Women,320.99
P0397,Outerwear,Parkas,UrbanEdge,Women,139.99
P0398,Outerwear,Parkas,TrendAura,Unisex,139.99
P0399,Outerwear,Parkas,TrendAura,Unisex,363.99
P0400,Outerwear,Coats,UrbanEdge,Men,120.9
P0401,Outerwear,Parkas,UrbanEdge,Women,261.99
P0402,Outerwear,Trench Coats,TrendAura,Men,222.99
P0403,Outerwear,Coats,LuxeLine,Men,253.99
P0404,Outerwear,Coats,UrbanEdge,Women,217.95
P0405,Outerwear,Parkas,UrbanEdge,Women,198.99
P0406,Outerwear,Puffer Jackets,TrendAura,Women,247.99
P0407,Outerwear,Trench Coats,TrendAura,Women,217.95
P0408,Outerwear,Trench Coats,UrbanEdge,Women,197.99
P0409,Outerwear,Puffer Jackets,UrbanEdge,Women,220.9
P0410,Outerwear,Puffer Jackets,LuxeLine,Unisex,363.99
P0411,Outerwear,Parkas,LuxeLine,Men,196.49
P0412,Outerwear,Parkas,UrbanEdge,Men,222.99
P0413,Outerwear,Puffer Jackets,TrendAura,Unisex,118.99
P0414,Outerwear,Puffer Jackets,UrbanEdge,Unisex,152.9
P0415,Outerwear,Coats,LuxeLine,Men,189.99
P0416,Outerwear,Puffer Jackets,TrendAura,Women,164.99
P0417,Outerwear,Trench Coats,TrendAura,Men,179.49
P0418,Outerwear,Puffer Jackets,LuxeLine,Unisex,326.9
P0419,Outerwear,Puffer Jackets,LuxeLine,Men,296.49
P0420,Outerwear,Trench Coats,TrendAura,Women,212.49
P0421,Accessories,Belts,ModeStreet,Men,13.99
P0422,Accessories,Scarves,LuxeLine,Women,31.99
P0423,Accessories,Caps,ModeStreet,Unisex,16.99
P0424,Accessories,Bags,LuxeLine,Women,72.99
P0425,Accessories,Socks,UrbanEdge,Men,16.95
P0426,Accessories,Sunglasses,LuxeLine,Unisex,76.99
P0427,Accessories,Wallets,UrbanEdge,Men,26.95
P0428,Accessories,Wallets,LuxeLine,Women,54.99
P0429,Accessories,Socks,TrendAura,Unisex,18.99
P0430,Accessories,Caps,ModeStreet,Unisex,26.9
P0431,Accessories,Bags,ModeStreet,Women,51.49
P0432,Accessories,Bags,UrbanEdge,Women,108.95
P0433,Accessories,Wallets,LuxeLine,Unisex,91.95
P0434,Accessories,Socks,TrendAura,Men,17.99
P0435,Accessories,Caps,LuxeLine,Unisex,47.49
P0436,Accessories,Bags,UrbanEdge,Unisex,87.9
P0437,Accessories,Sunglasses,ModeStreet,Unisex,65.9
P0438,Accessories,Bags,UrbanEdge,Unisex,114.99
P0439,Accessories,Sunglasses,LuxeLine,Unisex,113.49
P0440,Accessories,Scarves,ModeStreet,Women,21.99
P0441,Accessories,Socks,UrbanEdge,Women,16.99
P0442,Accessories,Wallets,ModeStreet,Women,30.95
P0443,Accessories,Belts,ModeStreet,Men,20.9
P0444,Accessories,Sunglasses,TrendAura,Unisex,35.99
P0445,Accessories,Socks,ModeStreet,Women,8.49
P0446,Accessories,Sunglasses,UrbanEdge,Unisex,60.95
P0447,Accessories,Wallets,ModeStreet,Women,45.95
P0448,Accessories,Bags,TrendAura,Unisex,81.49
P0449,Accessories,Belts,ModeStreet,Men,29.9
P0450,Accessories,Belts,UrbanEdge,Men,42.49
P0451,Accessories,Sunglasses,LuxeLine,Unisex,120.9
P0452,Accessories,Caps,TrendAura,Unisex,28.99
P0453,Accessories,Sunglasses,ModeStreet,Unisex,67.49
P0454,Accessories,Sunglasses,UrbanEdge,Unisex,56.99
P0455,Accessories,Bags,UrbanEdge,Women,67.99
P0456,Accessories,Scarves,LuxeLine,Women,45.49
P0457,Accessories,Bags,UrbanEdge,Unisex,114.49
P0458,Accessories,Scarves,LuxeLine,Unisex,29.49
P0459,Accessories,Bags,UrbanEdge,Unisex,100.49
P0460,Accessories,Socks,TrendAura,Women,17.9
P0461,Accessories,Scarves,UrbanEdge,Men,28.95
P0462,Accessories,Wallets,TrendAura,Men,41.99
P0463,Accessories,Socks,UrbanEdge,Men,8.99
P0464,Accessories,Socks,ModeStreet,Women,12.99
P0465,Accessories,Socks,UrbanEdge,Women,13.99
P0466,Accessories,Belts,LuxeLine,Men,49.95
P0467,Accessories,Belts,ModeStreet,Men,33.95
P0468,Accessories,Scarves,UrbanEdge,Unisex,19.9
P0469,Accessories,Belts,ModeStreet,Women,30.9
P0470,Accessories,Caps,ModeStreet,Unisex,30.9
P0471,Accessories,Wallets,ModeStreet,Unisex,47.9
P0472,Accessories,Bags,UrbanEdge,Unisex,125.9
P0473,Accessories,Socks,UrbanEdge,Women,9.99
P0474,Accessories,Belts,LuxeLine,Women,54.49
P0475,Accessories,Bags,LuxeLine,Women,144.49
P0476,Accessories,Bags,TrendAura,Unisex,67.9
P0477,Accessories,Wallets,TrendAura,Unisex,78.95
P0478,Accessories,Caps,ModeStreet,Unisex,21.99
P0479,Accessories,Caps,LuxeLine,Unisex,33.99
P0480,Accessories,Caps,UrbanEdge,Unisex,26.9
P0481,Accessories,Wallets,UrbanEdge,Unisex,74.9
P0482,Accessories,Belts,LuxeLine,Women,43.49
